"form_id","lexeme","cell","phon_form","orth_form","overabundance_tag","comment","source","POS"
"f195","cöcacoozit","real-t.pos.3.sg.dist","kw i t a k o: ʃ i t i m","cö i t a c oo z i t i m",,,"Moser_Marlett_2010","verb"
"f196","cöcacoozit","real-t.pos.3.pl.neut","kw i t a k o: ʃ i t x","cö i t a c oo z i t j",,,"Moser_Marlett_2010","verb"
"f197","cöcacoozit","real-t.pos.3.pl.mult","kw i t a k o: ʃ i t o ɬ k a","cö i t a c oo z i t o l c a",,,"Moser_Marlett_2010","verb"
"f198","cöcacópol","real-t.pos.3.sg.neut","kw i t a k o p o ɬ","cö i t a c o p o l",,,"Moser_Marlett_2010","verb"
"f199","cöcacópol","real-t.pos.3.sg.mult","kw i t a k o p o ɬ i m","cö i t a c o p o l i m",,,"Moser_Marlett_2010","verb"
"f200","cöcacópol","real-t.pos.3.sg.dist","kw i t a k o p o ɬ i m","cö i t a c o p o l i m",,,"Moser_Marlett_2010","verb"
"f201","cöcacópol","real-t.pos.3.pl.neut","kw i t a k o p ɬ o","cö i t a c o p l o",,,"Moser_Marlett_2010","verb"
"f202","cöcacópol","real-t.pos.3.pl.mult","kw i t a k o p o ɬ a m","cö i t a c o p o l a m",,,"Moser_Marlett_2010","verb"
"f203","cöcacópoxot","real-t.pos.3.sg.neut","kw i t a k o p o χ o t","cö i t a c o p o x o t",,,"Moser_Marlett_2010","verb"
"f204","cöcacópoxot","real-t.pos.3.sg.mult","kw i t a k o p t a χ","cö i t a c o p t a x",,,"Moser_Marlett_2010","verb"
"f205","cöcacópoxot","real-t.pos.3.sg.dist","kw i t a k o p t a χ","cö i t a c o p t a x",,,"Moser_Marlett_2010","verb"
"f206","cöcacópoxot","real-t.pos.3.pl.neut","kw i t a k o p t a χ ɬ k a","cö i t a c o p t a x l c a",,,"Moser_Marlett_2010","verb"
"f207","cöcacópoxot","real-t.pos.3.pl.mult","kw i t a k o p t a χ ɬ k a","cö i t a c o p t a x l c a",,,"Moser_Marlett_2010","verb"
"f208","cöcacosot","real-t.pos.3.sg.neut","kw i t a k o s o t","cö i t a c o s o t",,,"Moser_Marlett_2010","verb"
"f209","cöcacosot","real-t.pos.3.sg.mult","kw i t a k o s o t","cö i t a c o s o t",,,"Moser_Marlett_2010","verb"
"f210","cöcacosot","real-t.pos.3.sg.dist","kw i t a k o s o t","cö i t a c o s o t",,,"Moser_Marlett_2010","verb"
"f211","cöcacosot","real-t.pos.3.pl.neut","kw i t a k o s o t o x","cö i t a c o s o t o j",,,"Moser_Marlett_2010","verb"
"f212","cöcacosot","real-t.pos.3.pl.mult","kw i t a k o s o t o x","cö i t a c o s o t o j",,,"Moser_Marlett_2010","verb"
"f213","cöcacósx","real-t.pos.3.sg.neut","kw i t a k o s χ","cö i t a c o s x",,,"Moser_Marlett_2010","verb"
"f214","cöcacósx","real-t.pos.3.sg.mult","kw i t a k o s χ","cö i t a c o s x",,,"Moser_Marlett_2010","verb"
"f215","cöcacósx","real-t.pos.3.sg.dist","kw i t a k o s χ","cö i t a c o s x",,,"Moser_Marlett_2010","verb"
"f216","cöcacósx","real-t.pos.3.pl.neut","kw i t a k o s i ʃ χ a x","cö i t a c o s i z x a j",,,"Moser_Marlett_2010","verb"
"f217","cöcacósx","real-t.pos.3.pl.mult","kw i t a k o s i ʃ χ a x","cö i t a c o s i z x a j",,,"Moser_Marlett_2010","verb"
"f218","cacótoxot","real-t.pos.3.sg.neut","kw i t a k o t o χ o t","cö i t a c o t o x o t",,,"Moser_Marlett_2010","verb"
"f219","cacótoxot","real-t.pos.3.sg.mult","kw i t a k o t o χ i m","cö i t a c o t o x i m",,,"Moser_Marlett_2010","verb"
"f220","cacótoxot","real-t.pos.3.sg.dist","kw i t a k o t o χ i m","cö i t a c o t o x i m",,,"Moser_Marlett_2010","verb"
"f221","cacótoxot","real-t.pos.3.pl.neut","kw i t a k o t j a x k","cö i t a c o t y a j c",,,"Moser_Marlett_2010","verb"
"f222","cacótoxot","real-t.pos.3.pl.mult","kw i t a k o t j a χ ɬ k a","cö i t a c o t y a x l c a",,,"Moser_Marlett_2010","verb"
"f223","cöcacóxemot","real-t.pos.3.sg.neut","kw i t a k o χ e m o t","cö i t a c o x e m o t",,,"Moser_Marlett_2010","verb"
"f224","cöcacóxemot","real-t.pos.3.sg.mult","kw i t a k o χ e m o t","cö i t a c o x e m o t",,,"Moser_Marlett_2010","verb"
"f225","cöcacóxemot","real-t.pos.3.sg.dist","kw i t a k o χ e m o t","cö i t a c o x e m o t",,,"Moser_Marlett_2010","verb"
"f226","cöcacóxemot","real-t.pos.3.pl.neut","kw i t a k o χ e m a m","cö i t a c o x e m a m",,,"Moser_Marlett_2010","verb"
"f227","cöcacóxemot","real-t.pos.3.pl.mult","kw i t a k o χ e m a m","cö i t a c o x e m a m",,,"Moser_Marlett_2010","verb"
"f228","cöcacoxot","real-t.pos.3.sg.neut","kw i t a k o χ o t","cö i t a c o x o t",,,"Moser_Marlett_2010","verb"
"f229","cöcacoxot","real-t.pos.3.sg.mult","kw i t a k o χ o t i m","cö i t a c o x o t i m",,,"Moser_Marlett_2010","verb"
"f230","cöcacoxot","real-t.pos.3.sg.dist","kw i t a k o χ o t i m","cö i t a c o x o t i m",,,"Moser_Marlett_2010","verb"
"f231","cöcacoxot","real-t.pos.3.pl.neut","kw i t a k o χ o t x","cö i t a c o x o t j",,,"Moser_Marlett_2010","verb"
"f232","cöcacoxot","real-t.pos.3.pl.mult","kw i t a k o χ o t x","cö i t a c o x o t j",,,"Moser_Marlett_2010","verb"
"f233","cacozxot","real-t.pos.3.sg.neut","kw i t a k o ʃ χ o t","cö i t a c o z x o t",,,"Moser_Marlett_2010","verb"
"f234","cacozxot","real-t.pos.3.sg.mult","kw i t a k o ʃ χ o t i m","cö i t a c o z x o t i m",,,"Moser_Marlett_2010","verb"
"f235","cacozxot","real-t.pos.3.sg.dist","kw i t a k o ʃ χ o t i m","cö i t a c o z x o t i m",,,"Moser_Marlett_2010","verb"
"f236","cacozxot","real-t.pos.3.pl.neut","kw i t a k o n e k","cö i t a c o n e c",,,"Moser_Marlett_2010","verb"
"f237","cacozxot","real-t.pos.3.pl.mult","kw i t a k o n e x o x","cö i t a c o n e j o j",,,"Moser_Marlett_2010","verb"
"f238","cöcacozxot","real-t.pos.3.sg.neut","kw i t a k o ʃ χ o t","cö i t a c o z x o t",,,"Moser_Marlett_2010","verb"
"f239","cöcacozxot","real-t.pos.3.sg.mult","kw i t a k o ʃ χ o t i m","cö i t a c o z x o t i m",,,"Moser_Marlett_2010","verb"
"f240","cöcacozxot","real-t.pos.3.sg.dist","kw i t a k o ʃ χ o t i m","cö i t a c o z x o t i m",,,"Moser_Marlett_2010","verb"
"f241","cöcacozxot","real-t.pos.3.pl.neut","kw i t a k o n e k","cö i t a c o n e c",,,"Moser_Marlett_2010","verb"
"f242","cöcacozxot","real-t.pos.3.pl.mult","kw i t a k o n e x o x","cö i t a c o n e j o j",,,"Moser_Marlett_2010","verb"
"f243","cöcafainot","real-t.pos.3.sg.neut","kw i t a f a i n","cö i t a f a i n",,,"Moser_Marlett_2010","verb"
"f244","cöcafainot","real-t.pos.3.sg.mult","kw i t a f a i n","cö i t a f a i n",,,"Moser_Marlett_2010","verb"
"f245","cöcafainot","real-t.pos.3.sg.dist","kw i t a f a i n","cö i t a f a i n",,,"Moser_Marlett_2010","verb"
"f246","cöcafainot","real-t.pos.3.pl.neut","kw i t a f a i: ɬ k a m","cö i t a f a ii l c a m",,,"Moser_Marlett_2010","verb"
"f247","cöcafainot","real-t.pos.3.pl.mult","kw i t a f a i: ɬ k a m","cö i t a f a ii l c a m",,,"Moser_Marlett_2010","verb"
"f248","cöcahaaj","real-t.pos.3.sg.neut","kw i t a ʔ a: x","cö i t a h aa j",,,"Moser_Marlett_2010","verb"
"f249","cöcahaaj","real-t.pos.3.sg.mult","kw i t a ʔ a: x","cö i t a h aa j",,,"Moser_Marlett_2010","verb"
"f250","cöcahaaj","real-t.pos.3.sg.dist","kw i t a ʔ a: x","cö i t a h aa j",,,"Moser_Marlett_2010","verb"
"f251","cöcahaaj","real-t.pos.3.pl.neut","kw i t a t o: ɬ","cö i t a t oo l",,,"Moser_Marlett_2010","verb"
"f252","cöcahaaj","real-t.pos.3.pl.mult","kw i t a t o: ɬ","cö i t a t oo l",,,"Moser_Marlett_2010","verb"
"f253","cöcahásacot","real-t.pos.3.sg.neut","kw i t a ʔ a s a k o t","cö i t a h a s a c o t",,,"Moser_Marlett_2010","verb"
"f254","cöcahásacot","real-t.pos.3.sg.mult","kw i t a ʔ a s a x k a","cö i t a h a s a j c a",,,"Moser_Marlett_2010","verb"
"f255","cöcahásacot","real-t.pos.3.sg.dist","kw i t a ʔ a s a x k a","cö i t a h a s a j c a",,,"Moser_Marlett_2010","verb"
"f256","cöcahásacot","real-t.pos.3.pl.neut","kw i t a ʔ a s x o x","cö i t a h a s j o j",,,"Moser_Marlett_2010","verb"
"f257","cöcahásacot","real-t.pos.3.pl.mult","kw i t a ʔ a s x o x","cö i t a h a s j o j",,,"Moser_Marlett_2010","verb"
"f258","cöcaheectim","real-t.pos.3.sg.neut","kw i t a ʔ e: k t i m","cö i t a h ee c t i m",,,"Moser_Marlett_2010","verb"
"f259","cöcaheectim","real-t.pos.3.sg.mult","kw i t a ʔ e: k i t i","cö i t a h ee qu i t i",,,"Moser_Marlett_2010","verb"
"f260","cöcaheectim","real-t.pos.3.sg.dist","kw i t a ʔ e: k i t i","cö i t a h ee qu i t i",,,"Moser_Marlett_2010","verb"
"f261","cöcaheectim","real-t.pos.3.pl.neut","kw i t a t o: k ɬ","cö i t a t oo c l",,,"Moser_Marlett_2010","verb"
"f262","cöcaheectim","real-t.pos.3.pl.mult","kw i t a t o: k e ɬ a m","cö i t a t oo qu e l a m",,,"Moser_Marlett_2010","verb"
"f263","cöcaheexe","real-t.pos.3.sg.neut","kw i t a ʔ e: χ e","cö i t a h ee x e",,,"Moser_Marlett_2010","verb"
"f264","cöcaheexe","real-t.pos.3.sg.mult","kw i t a ʔ e: χ e t i m","cö i t a h ee x e t i m",,,"Moser_Marlett_2010","verb"
"f265","cöcaheexe","real-t.pos.3.sg.dist","kw i t a ʔ e: χ e t i m","cö i t a h ee x e t i m",,,"Moser_Marlett_2010","verb"
"f266","cöcaheexe","real-t.pos.3.pl.neut","kw i t a ʔ e: χ t o","cö i t a h ee x t o",,,"Moser_Marlett_2010","verb"
"f267","cöcaheexe","real-t.pos.3.pl.mult","kw i t a ʔ e: χ t o ɬ k a","cö i t a h ee x t o l c a",,,"Moser_Marlett_2010","verb"
"f268","cöcahiihat","real-t.pos.3.sg.neut","kw i t a ʔ i: ʔ a t","cö i t a h ii h a t",,,"Moser_Marlett_2010","verb"
"f269","cöcahiihat","real-t.pos.3.sg.mult","kw i t a ʔ i: ʔ a t i m","cö i t a h ii h a t i m",,,"Moser_Marlett_2010","verb"
"f270","cöcahiihat","real-t.pos.3.sg.dist","kw i t a ʔ i: ʔ a t i m","cö i t a h ii h a t i m",,,"Moser_Marlett_2010","verb"
"f271","cöcahiihat","real-t.pos.3.pl.neut","kw i t a ʔ i: ʔ x","cö i t a h ii h j",,,"Moser_Marlett_2010","verb"
"f272","cöcahiihat","real-t.pos.3.pl.mult","kw i t a ʔ i: ʔ x a m","cö i t a h ii h j a m",,,"Moser_Marlett_2010","verb"
"f273","cöcahílecot","real-t.pos.3.sg.neut","kw i t a ʔ i ɬ e k o t","cö i t a h i l e c o t",,,"Moser_Marlett_2010","verb"
"f274","cöcahílecot","real-t.pos.3.sg.mult","kw i t a ʔ i ɬ e x k i m","cö i t a h i l e j qu i m",,,"Moser_Marlett_2010","verb"
"f275","cöcahílecot","real-t.pos.3.sg.dist","kw i t a ʔ i ɬ e x k i m","cö i t a h i l e j qu i m",,,"Moser_Marlett_2010","verb"
"f276","cöcahílecot","real-t.pos.3.pl.neut","kw i t a ʔ i ɬ e x o x","cö i t a h i l e j o j",,,"Moser_Marlett_2010","verb"
"f277","cöcahílecot","real-t.pos.3.pl.mult","kw i t a ʔ i ɬ e x o x","cö i t a h i l e j o j",,,"Moser_Marlett_2010","verb"
"f278","cöcahmeel","real-t.pos.3.sg.neut","kw i t a ʔ m e: ɬ","cö i t a h m ee l",,,"Moser_Marlett_2010","verb"
"f279","cöcahmeel","real-t.pos.3.sg.mult","kw i t a ʔ m e: ɬ i m","cö i t a h m ee l i m",,,"Moser_Marlett_2010","verb"
"f280","cöcahmeel","real-t.pos.3.sg.dist","kw i t a ʔ m e: ɬ i m","cö i t a h m ee l i m",,,"Moser_Marlett_2010","verb"
"f281","cöcahmeel","real-t.pos.3.pl.neut","kw i t a ʔ m e: ɬ o x","cö i t a h m ee l o j",,,"Moser_Marlett_2010","verb"
"f282","cöcahmeel","real-t.pos.3.pl.mult","kw i t a ʔ m e: ɬ o ɬ k a","cö i t a h m ee l o l c a",,,"Moser_Marlett_2010","verb"
"f283","cöcahootij","real-t.pos.3.sg.neut","kw i t a ʔ o: t i x","cö i t a h oo t i j",,,"Moser_Marlett_2010","verb"
"f284","cöcahootij","real-t.pos.3.sg.mult","kw i t a ʔ o: t i x","cö i t a h oo t i j",,,"Moser_Marlett_2010","verb"
"f285","cöcahootij","real-t.pos.3.sg.dist","kw i t a ʔ o: t i x","cö i t a h oo t i j",,,"Moser_Marlett_2010","verb"
"f286","cöcahootij","real-t.pos.3.pl.neut","kw i t a ʔ o: t i ɬ k","cö i t a h oo t i l c",,,"Moser_Marlett_2010","verb"
"f287","cöcahootij","real-t.pos.3.pl.mult","kw i t a ʔ o: t i ɬ k","cö i t a h oo t i l c",,,"Moser_Marlett_2010","verb"
"f288","quiiis","real-t.pos.3.sg.neut","kw i t a i: s","cö i t a ii s",,,"Moser_Marlett_2010","verb"
"f289","quiiis","real-t.pos.3.sg.mult","kw i t a i: s i n","cö i t a ii s i n",,,"Moser_Marlett_2010","verb"
"f290","quiiis","real-t.pos.3.sg.dist","kw i t a i: s i n","cö i t a ii s i n",,,"Moser_Marlett_2010","verb"
"f291","quiiis","real-t.pos.3.pl.neut","kw i t a j a s","cö i t a y a s",,,"Moser_Marlett_2010","verb"
"f292","quiiis","real-t.pos.3.pl.mult","kw i t a j a s o ɬ k a","cö i t a y a s o l c a",,,"Moser_Marlett_2010","verb"
"f293","cöcamáhjö","real-t.pos.3.sg.neut","kw i t a m a ʔ xw","cö i t a m a h jö",,,"Moser_Marlett_2010","verb"
"f294","cöcamáhjö","real-t.pos.3.sg.mult","kw i t a m a ʔ o ɬ i m","cö i t a m a h o l i m",,,"Moser_Marlett_2010","verb"
"f295","cöcamáhjö","real-t.pos.3.sg.dist","kw i t a m a ʔ o ɬ i m","cö i t a m a h o l i m",,,"Moser_Marlett_2010","verb"
"f296","cöcamáhjö","real-t.pos.3.pl.neut","kw i t a m a ʔ o ɬ k o x","cö i t a m a h o l c o j",,,"Moser_Marlett_2010","verb"
"f297","cöcamáhjö","real-t.pos.3.pl.mult","kw i t a m a ʔ o ɬ a m","cö i t a m a h o l a m",,,"Moser_Marlett_2010","verb"
"f298","cöcamásol","real-t.pos.3.sg.neut","kw i t a m a s o ɬ","cö i t a m a s o l",,,"Moser_Marlett_2010","verb"
"f299","cöcamásol","real-t.pos.3.sg.mult","kw i t a m a s o ɬ","cö i t a m a s o l",,,"Moser_Marlett_2010","verb"
"f300","cöcamásol","real-t.pos.3.sg.dist","kw i t a m a s o ɬ","cö i t a m a s o l",,,"Moser_Marlett_2010","verb"
"f301","cöcamásol","real-t.pos.3.pl.neut","kw i t a m a s ɬ o x","cö i t a m a s l o j",,,"Moser_Marlett_2010","verb"
"f302","cöcamásol","real-t.pos.3.pl.mult","kw i t a m a s ɬ o x","cö i t a m a s l o j",,,"Moser_Marlett_2010","verb"
"f303","cöcamáxp","real-t.pos.3.sg.neut","kw i t a m a χ p","cö i t a m a x p",,,"Moser_Marlett_2010","verb"
"f304","cöcamáxp","real-t.pos.3.sg.mult","kw i t a m a χ p i m","cö i t a m a x p i m",,,"Moser_Marlett_2010","verb"
"f305","cöcamáxp","real-t.pos.3.sg.dist","kw i t a m a χ p i m","cö i t a m a x p i m",,,"Moser_Marlett_2010","verb"
"f306","cöcamáxp","real-t.pos.3.pl.neut","kw i t a m a χ a p o x","cö i t a m a x a p o j",,,"Moser_Marlett_2010","verb"
"f307","cöcamáxp","real-t.pos.3.pl.mult","kw i t a m a χ a p o ɬ k a","cö i t a m a x a p o l c a",,,"Moser_Marlett_2010","verb"
"f308","cöcamíxozot","real-t.pos.3.sg.neut","kw i t a m i χ o ʃ o t","cö i t a m i x o z o t",,,"Moser_Marlett_2010","verb"
"f309","cöcamíxozot","real-t.pos.3.sg.mult","kw i t a m i χ o ʃ o t","cö i t a m i x o z o t",,,"Moser_Marlett_2010","verb"
"f310","cöcamíxozot","real-t.pos.3.sg.dist","kw i t a m i χ o ʃ o t","cö i t a m i x o z o t",,,"Moser_Marlett_2010","verb"
"f311","cöcamíxozot","real-t.pos.3.pl.neut","kw i t a m i χ o ʃ o x","cö i t a m i x o z o j",,,"Moser_Marlett_2010","verb"
"f312","cöcamíxozot","real-t.pos.3.pl.mult","kw i t a m i χ o ʃ o x","cö i t a m i x o z o j",,,"Moser_Marlett_2010","verb"
"f313","cöcamonjc","real-t.pos.3.sg.neut","kw i t a m o n x k","cö i t a m o n j c",,,"Moser_Marlett_2010","verb"
"f314","cöcamonjc","real-t.pos.3.sg.mult","kw i t a m o n x k","cö i t a m o n j c",,,"Moser_Marlett_2010","verb"
"f315","cöcamonjc","real-t.pos.3.sg.dist","kw i t a m o n x k","cö i t a m o n j c",,,"Moser_Marlett_2010","verb"
"f316","cöcamonjc","real-t.pos.3.pl.neut","kw i t a m o n a x o x","cö i t a m o n a j o j",,,"Moser_Marlett_2010","verb"
"f317","cöcamonjc","real-t.pos.3.pl.mult","kw i t a m o n a x o x","cö i t a m o n a j o j",,,"Moser_Marlett_2010","verb"
"f318","cöcamozíti","real-t.pos.3.sg.neut","kw i t a m o ʃ i t i","cö i t a m o z i t i",,,"Moser_Marlett_2010","verb"
"f319","cöcamozíti","real-t.pos.3.sg.mult","kw i t a m o ʃ i t i m","cö i t a m o z i t i m",,,"Moser_Marlett_2010","verb"
"f320","cöcamozíti","real-t.pos.3.sg.dist","kw i t a m o ʃ i t i m","cö i t a m o z i t i m",,,"Moser_Marlett_2010","verb"
"f321","cöcamozíti","real-t.pos.3.pl.neut","kw i t a m o ʃ i t k o x","cö i t a m o z i t c o j",,,"Moser_Marlett_2010","verb"
"f322","cöcamozíti","real-t.pos.3.pl.mult","kw i t a m o ʃ i t k o ɬ k a","cö i t a m o z i t c o l c a",,,"Moser_Marlett_2010","verb"
"f323","cöcanáxazot","real-t.pos.3.sg.neut","kw i t a n a χ a ʃ o t","cö i t a n a x a z o t",,,"Moser_Marlett_2010","verb"
"f324","cöcanáxazot","real-t.pos.3.sg.mult","kw i t a n a χ a ʃ o t","cö i t a n a x a z o t",,,"Moser_Marlett_2010","verb"
"f325","cöcanáxazot","real-t.pos.3.sg.dist","kw i t a n a χ a ʃ o t","cö i t a n a x a z o t",,,"Moser_Marlett_2010","verb"
"f326","cöcanáxazot","real-t.pos.3.pl.neut","kw i t a n a χ k o x","cö i t a n a x c o j",,,"Moser_Marlett_2010","verb"
"f327","cöcanáxazot","real-t.pos.3.pl.mult","kw i t a n a χ k o x","cö i t a n a x c o j",,,"Moser_Marlett_2010","verb"
"f328","cöcapamot","real-t.pos.3.sg.neut","kw i t a p a m o t","cö i t a p a m o t",,,"Moser_Marlett_2010","verb"
"f329","cöcapamot","real-t.pos.3.sg.mult","kw i t a p a m o t i m","cö i t a p a m o t i m",,,"Moser_Marlett_2010","verb"
"f330","cöcapamot","real-t.pos.3.sg.dist","kw i t a p a m o t i m","cö i t a p a m o t i m",,,"Moser_Marlett_2010","verb"
"f331","cöcapamot","real-t.pos.3.pl.neut","kw i t a p a m ɬ k a m","cö i t a p a m l c a m",,,"Moser_Marlett_2010","verb"
"f332","cöcapamot","real-t.pos.3.pl.mult","kw i t a p a m ɬ k a m","cö i t a p a m l c a m",,,"Moser_Marlett_2010","verb"
"f333","cöcapaseeeja","real-t.pos.3.sg.neut","kw i t a p a s e: e x a","cö i t a p a s ee e j a",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f334","cöcapaseeeja","real-t.pos.3.sg.mult","kw i t a p a s e: e x a","cö i t a p a s ee e j a",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f335","cöcapaseeeja","real-t.pos.3.sg.dist","kw i t a p a s e: e x a","cö i t a p a s ee e j a",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f336","cöcapaseeeja","real-t.pos.3.pl.neut","kw i t a p a s e: e ɬ k o x","cö i t a p a s ee e l c o j",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f337","cöcapaseeeja","real-t.pos.3.pl.mult","kw i t a p a s e: e ɬ k o x","cö i t a p a s ee e l c o j",,"to check (3 consecutive vowel characters)","Moser_Marlett_2010","verb"
"f338","cöcapeenet","real-t.pos.3.sg.neut","kw i t a p e: n e t","cö i t a p ee n e t",,,"Moser_Marlett_2010","verb"
"f339","cöcapeenet","real-t.pos.3.sg.mult","kw i t a p e: n e t i m","cö i t a p ee n e t i m",,,"Moser_Marlett_2010","verb"
"f340","cöcapeenet","real-t.pos.3.sg.dist","kw i t a p e: n e t i m","cö i t a p ee n e t i m",,,"Moser_Marlett_2010","verb"
"f341","cöcapeenet","real-t.pos.3.pl.neut","kw i t a p e: n e k o ɬ","cö i t a p ee n e c o l",,,"Moser_Marlett_2010","verb"
"f342","cöcapeenet","real-t.pos.3.pl.mult","kw i t a p e: n e x a m","cö i t a p ee n e j a m",,,"Moser_Marlett_2010","verb"
"f343","cöcapémetx","real-t.pos.3.sg.neut","kw i t a p e m e t χ","cö i t a p e m e t x",,,"Moser_Marlett_2010","verb"
"f344","cöcapémetx","real-t.pos.3.sg.mult","kw i t a p e m e t χ i m","cö i t a p e m e t x i m",,,"Moser_Marlett_2010","verb"
"f345","cöcapémetx","real-t.pos.3.sg.dist","kw i t a p e m e t χ i m","cö i t a p e m e t x i m",,,"Moser_Marlett_2010","verb"
"f346","cöcapémetx","real-t.pos.3.pl.neut","kw i t a p e m e ɬ a x k","cö i t a p e m e l a j c",,,"Moser_Marlett_2010","verb"
"f347","cöcapémetx","real-t.pos.3.pl.mult","kw i t a p e m e ɬ a x k","cö i t a p e m e l a j c",,,"Moser_Marlett_2010","verb"
"f348","cöcapóaax","real-t.pos.3.sg.neut","kw i t a p o a: χ","cö i t a p o aa x",,,"Moser_Marlett_2010","verb"
"f349","cöcapóaax","real-t.pos.3.sg.mult","kw i t a p o a: χ i m","cö i t a p o aa x i m",,,"Moser_Marlett_2010","verb"
"f350","cöcapóaax","real-t.pos.3.sg.dist","kw i t a p o a: χ i m","cö i t a p o aa x i m",,,"Moser_Marlett_2010","verb"
"f351","cöcapóaax","real-t.pos.3.pl.neut","kw i t a p o a: x k","cö i t a p o aa j c",,,"Moser_Marlett_2010","verb"
"f352","cöcapóaax","real-t.pos.3.pl.mult","kw i t a p o a: χ o ɬ k a","cö i t a p o aa x o l c a",,,"Moser_Marlett_2010","verb"
"f353","cöcapócj","real-t.pos.3.sg.neut","kw i t a p o k x","cö i t a p o c j",,,"Moser_Marlett_2010","verb"
"f354","cöcapócj","real-t.pos.3.sg.mult","kw i t a p o k x","cö i t a p o c j",,,"Moser_Marlett_2010","verb"
"f355","cöcapócj","real-t.pos.3.sg.dist","kw i t a p o k x","cö i t a p o c j",,,"Moser_Marlett_2010","verb"
"f356","cöcapócj","real-t.pos.3.pl.neut","kw i t a p o k ɬ k a m","cö i t a p o c l c a m",,,"Moser_Marlett_2010","verb"
"f357","cöcapócj","real-t.pos.3.pl.mult","kw i t a p o k ɬ k a m","cö i t a p o c l c a m",,,"Moser_Marlett_2010","verb"
"f358","cöcapootizx","real-t.pos.3.sg.neut","kw i t a p o: t i ʃ χ","cö i t a p oo t i z x",,,"Moser_Marlett_2010","verb"
"f359","cöcapootizx","real-t.pos.3.sg.mult","kw i t a p o: t i k a χ","cö i t a p oo t i c a x",,,"Moser_Marlett_2010","verb"
"f360","cöcapootizx","real-t.pos.3.sg.dist","kw i t a p o: t i k a χ","cö i t a p oo t i c a x",,,"Moser_Marlett_2010","verb"
"f361","cöcapootizx","real-t.pos.3.pl.neut","kw i t a p o: t i k a x k","cö i t a p oo t i c a j c",,,"Moser_Marlett_2010","verb"
"f362","cöcapootizx","real-t.pos.3.pl.mult","kw i t a p o: t i k a χ ɬ k a","cö i t a p oo t i c a x l c a",,,"Moser_Marlett_2010","verb"
"f363","cöcaqueecotol","real-t.pos.3.sg.neut","kw i t a k e: k o t o ɬ","cö i t a qu ee c o t o l",,,"Moser_Marlett_2010","verb"
"f364","cöcaqueecotol","real-t.pos.3.sg.mult","kw i t a k e: k o ɬ i m","cö i t a qu ee c o l i m",,,"Moser_Marlett_2010","verb"
